Offset(P)            #Ptr   #Hnd Access Name
0x000000007f214308      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0239057.WMF
0x000000007f214630      9      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0239057.WMF
0x000000007f2147b8      9      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0238983.WMF
0x000000007f214a78      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0238983.WMF
0x000000007f214cd0      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0239611.WMF
0x000000007f215038      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152694.WMF
0x000000007f215a00      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0198226.WMF
0x000000007f215b28      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152698.WMF
0x000000007f215c50      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152690.WMF
0x000000007f215d78      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152690.WMF
0x000000007f215f10      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152628.WMF
0x000000007f217140      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199423.WMF
0x000000007f217268      1      1 R--r-- \Device\HarddiskVolume1\Windows\System32\ega.cpi
0x000000007f218038      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0157167.WMF
0x000000007f2187d0      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0157191.WMF
0x000000007f218ab8      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0156537.WMF
0x000000007f218be0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0156537.WMF
0x000000007f219238      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0187825.WMF
0x000000007f2194c0      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0187815.WMF
0x000000007f219648      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0187815.WMF
0x000000007f219b30      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0187817.WMF
0x000000007f219ea8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0186364.WMF
0x000000007f21a110      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152898.WMF
0x000000007f21a4f8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153047.WMF
0x000000007f21a6e0      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152892.WMF
0x000000007f21ad58      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153047.WMF
0x000000007f21b038      1      0 ------ \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0200189.WMF
0x000000007f21bc98      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0187647.WMF
0x000000007f21bda8      9      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199465.WMF
0x000000007f21c670      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153313.WMF
0x000000007f21c8e8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153302.WMF
0x000000007f21c9a0      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153302.WMF
0x000000007f21d298      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153508.WMF
0x000000007f21d510      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153307.WMF
0x000000007f21e038      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0177806.JPG
0x000000007f21e108      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0178459.JPG
0x000000007f21f038      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152898.WMF
0x000000007f21f388      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153089.WMF
0x000000007f21fe50      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153089.WMF
0x000000007f220188      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153305.WMF
0x000000007f220c50      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153095.WMF
0x000000007f220ec8      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153087.WMF
0x000000007f220f80      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153087.WMF
0x000000007f221508      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153299.WMF
0x000000007f221780      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153095.WMF
0x000000007f222038      9      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0212299.WMF
0x000000007f222270      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199609.WMF
0x000000007f2223e0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105388.WMF
0x000000007f222620      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152606.WMF
0x000000007f2229d8      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0216540.WMF
0x000000007f223370      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105398.WMF
0x000000007f2240d8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0183172.WMF
0x000000007f224190      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0183172.WMF
0x000000007f224868      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0185818.WMF
0x000000007f224920      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0183174.WMF
0x000000007f224de8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199465.WMF
0x000000007f224f80      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0212953.WMF
0x000000007f225270      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0178523.JPG
0x000000007f2255b0      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199429.WMF
0x000000007f226568      1      1 R--rw- \Device\HarddiskVolume1\Users\IEUser\Desktop
0x000000007f2268e8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0211981.WMF
0x000000007f226bc8      1      0 ------ \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0200611.WMF
0x000000007f2273e0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105328.WMF
0x000000007f228408      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105348.WMF
0x000000007f228610      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105398.WMF
0x000000007f228d80      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152626.WMF
0x000000007f229038      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0145904.JPG
0x000000007f229130      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0216153.JPG
0x000000007f229eb8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107314.WMF
0x000000007f22a3c8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106208.WMF
0x000000007f22ac08      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107026.WMF
0x000000007f22adb8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105332.WMF
0x000000007f22b4e0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106208.WMF
0x000000007f22b738      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106020.WMF
0x000000007f22c038      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106146.WMF
0x000000007f22cb98      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106124.WMF
0x000000007f22ceb0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106146.WMF
0x000000007f22d9f0      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0149018.JPG
0x000000007f22e038      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105414.WMF
0x000000007f22e3a8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105846.WMF
0x000000007f22e4c0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105496.WMF
0x000000007f22ecf0      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105588.WMF
0x000000007f22f968      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105504.WMF
0x000000007f22fbd0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105414.WMF
0x000000007f22fda0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152702.WMF
0x000000007f22ff80      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105710.WMF
0x000000007f2304c8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105638.WMF
0x000000007f230620      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105530.WMF
0x000000007f230748      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105530.WMF
0x000000007f230a18      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105710.WMF
0x000000007f230b40      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105588.WMF
0x000000007f230e58      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105526.WMF
0x000000007f230f80      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105496.WMF
0x000000007f232508      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105390.WMF
0x000000007f232660      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105384.WMF
0x000000007f2327e8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105384.WMF
0x000000007f232b10      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105386.WMF
0x000000007f233218      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105410.WMF
0x000000007f233370      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105410.WMF
0x000000007f233588      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0151063.WMF
0x000000007f233720      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105520.WMF
0x000000007f2337d8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105412.WMF
0x000000007f2345e0      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107042.WMF
0x000000007f2348c0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105320.WMF
0x000000007f234be8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106020.WMF
0x000000007f234f80      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105846.WMF
0x000000007f235628      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105912.WMF
0x000000007f235da8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153518.WMF
0x000000007f2362b8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107042.WMF
0x000000007f2363a0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106222.WMF
0x000000007f2364c8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0106222.WMF
0x000000007f236de8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0151063.WMF
0x000000007f2372d0      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0145895.JPG
0x000000007f237b18      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0145895.JPG
0x000000007f237c98      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0145707.JPG
0x000000007f237d50      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0145707.JPG
0x000000007f2381f0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105600.WMF
0x000000007f238330      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105912.WMF
0x000000007f2384b8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105600.WMF
0x000000007f238810      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105638.WMF
0x000000007f2399b0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107516.WMF
0x000000007f23a038      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152602.WMF
0x000000007f23a4d8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107488.WMF
0x000000007f23ae18      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107742.WMF
0x000000007f23b1d8      2      2 RW-rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000007f23b350      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0148798.JPG
0x000000007f23b448      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0151061.WMF
0x000000007f23ba88      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0150861.WMF
0x000000007f23bb40      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0150861.WMF
0x000000007f23c290      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107134.WMF
0x000000007f23cf80      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099198.GIF
0x000000007f23d108      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107746.WMF
0x000000007f23d1c0      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107734.WMF
0x000000007f23d628      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105506.WMF
0x000000007f23da70      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107134.WMF
0x000000007f23db28      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0188667.WMF
0x000000007f23dbe0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152436.WMF
0x000000007f23dc98      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0186362.WMF
0x000000007f23f348      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152568.WMF
0x000000007f23f650      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152696.WMF
0x000000007f23ff80      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105320.WMF
0x000000007f242dc8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0185796.WMF
0x000000007f253a70      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0157167.WMF
0x000000007f253bf0      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153516.WMF
0x000000007f255280      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0200183.WMF
0x000000007f255f50      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199475.WMF
0x000000007f256438      1      0 ------ \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0213449.WMF.RYK
0x000000007f257738      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0182946.WMF
0x000000007f2578b8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0182888.WMF
0x000000007f257970      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0182888.WMF
0x000000007f257c58      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0182898.WMF
0x000000007f258198      9      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0212685.WMF
0x000000007f258850      9      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0200183.WMF
0x000000007f259800      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0182946.WMF
0x000000007f25a340      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0187839.WMF
0x000000007f25a400      3      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0200611.WMF
0x000000007f25a4e8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199303.WMF
0x000000007f25a788      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0185780.WMF
0x000000007f25b280      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0149018.JPG
0x000000007f25b518      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0185774.WMF
0x000000007f25b790      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0183198.WMF
0x000000007f25b970      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0183198.WMF
0x000000007f25bd58      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0183574.WMF
0x000000007f25e250      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152622.WMF
0x000000007f25e378      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152628.WMF
0x000000007f25e4a0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152622.WMF
0x000000007f25e5c8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152608.WMF
0x000000007f25e6f0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152608.WMF
0x000000007f25e818      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152610.WMF
0x000000007f25e940      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152602.WMF
0x000000007f25ea68      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0153307.WMF
0x000000007f25eb90      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0197983.WMF
0x000000007f25ecd8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152708.WMF
0x000000007f25ee58      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0185670.WMF
0x000000007f260448      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0160590.WMF
0x000000007f260f80      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0160590.WMF
0x000000007f261868      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152892.WMF
