Offset(P)            #Ptr   #Hnd Access Name
0x000000007fc52f80      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_239_for_KB4471318~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc531d0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-OpticalMediaDisc-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc533f8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-MediaPlayback-OC-Package~31bf3856ad364e35~x86~en-US~6.1.7601.17514.mum
0x000000007fc534b0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-GPUPipeline-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc53568      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_3_for_KB4095874~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc53620      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_244_for_KB4054518~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc53788      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_68_for_KB4474419~31bf3856ad364e35~x86~~6.1.3.2.mum
0x000000007fc53908      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3033890~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc53e60      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2803821_SP1~31bf3856ad364e35~x86~~6.1.2.1.mum
0x000000007fc53f18      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-SampleContent-Ringtones-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc54038      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2511455~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc54538      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-Backup-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc54670      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3075249~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc54930      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2763523_SP1~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc54a98      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB4040980~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc551d8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2929733_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc55400      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2763523~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc55628      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB3210131~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc556e0      7      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\BROADW.TTF
0x000000007fc55d58      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3042553_SP1~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc55f80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3092627~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc56288      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2563227_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc56618      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3067903~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc56a78      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3072305~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc56b30      7      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\BOD_PSTC.TTF
0x000000007fc56e40      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3004375_SP1~31bf3856ad364e35~x86~~6.1.3.1.mum
0x000000007fc572e8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-MobilePC-Client-Sensors-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc57510      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3035126~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc578d0      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_54_for_KB3133977~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc58268      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3107998_SP1~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc587d8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2840149_RTM~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc58ba0      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3161102_SP1~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc58c58      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_1_for_KB3161102~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc58d10      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3035132~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc58e50      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3035132_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc59798      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_25_for_KB2966583~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc59850      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_66_for_KB4474419~31bf3856ad364e35~x86~~6.1.1.8.mum
0x000000007fc59a98      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_73_for_KB3080149~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc59cd8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3155178~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc59ec8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB3170735~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc59f80      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB3161102~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc5a038      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3093513_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5a4f8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-OpticalMediaDisc-Package~31bf3856ad364e35~x86~en-US~6.1.7601.17514.mum
0x000000007fc5a5d0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_74_for_KB3060716~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5a948      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_277_for_KB4471318~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc5ad58      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-SampleContent-Music-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc5af80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_74_for_KB3080149~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc5b038      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3092601_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5b708      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3124275~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5b890      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_1_for_KB3067903~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5bc18      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3031432_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5bd58      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2685811_SP1~31bf3856ad364e35~x86~~6.1.1.11.mum
0x000000007fc5be18      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3124275_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5c290      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2862973_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5c7a0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-Media-Format-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc5c930      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3006226~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc5ca88      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\url.dll
0x000000007fc5cbf8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
0x000000007fc5ccb0      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\synceng.dll
0x000000007fc5ceb8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3172605~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc5cf80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3067903_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5d038      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3078601~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc5d130      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2888049_SP1~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc5d2d8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2952664~31bf3856ad364e35~x86~~6.1.25.1.mum
0x000000007fc5d520      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2862973~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5d7f8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_40_for_KB3071756~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc5dcb8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3011780_SP1~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc5ef80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2893519_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5f038      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_60_for_KB3033929~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc5f1b0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB2533552~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc5f2e8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2732059_SP1~31bf3856ad364e35~x86~~6.1.5.1.mum
0x000000007fc5f678      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_75_for_KB3068708~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc5f890      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-Client-LanguagePack-Package~31bf3856ad364e35~x86~en-US~6.1.7601.17514.mum
0x000000007fc5fbf0      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_654_for_KB4054518~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc5fd78      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2803821~31bf3856ad364e35~x86~~6.1.2.1.mum
0x000000007fc5feb8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB3069114~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc60038      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2888049~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc60140      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\slc.dll
0x000000007fc60858      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\BL00194_.WMF
0x000000007fc60a68      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_2_for_KB4490628~31bf3856ad364e35~x86~~6.1.1.2.cat
0x000000007fc60bf0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2840149_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc60ce8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_75_for_KB3071756~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc60f80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_28_for_KB2750841~31bf3856ad364e35~x86~~6.1.1.3.mum
0x000000007fc61300      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_87_for_KB2973351~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc61618      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-SecureStartup-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc617f8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-OfflineFiles-Package~31bf3856ad364e35~x86~en-US~6.1.7601.17514.mum
0x000000007fc61948      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2799926~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc61f80      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_437_for_KB4471318~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc62258      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_3_for_KB2952664~31bf3856ad364e35~x86~~6.1.13.3.mum
0x000000007fc62310      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_131_for_KB3172605~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc62430      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_130_for_KB3172605~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc62590      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_132_for_KB3172605~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc62720      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_122_for_KB4474419~31bf3856ad364e35~x86~~6.1.1.8.mum
0x000000007fc62948      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\drivers\raspptp.sys
0x000000007fc62aa8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_41_for_KB3159398~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc62d58      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_84_for_KB3172605~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc62eb8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_41_for_KB3184143~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc63670      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_133_for_KB3172605~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc63cf0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3006625~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc63f80      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_70_for_KB3004375~31bf3856ad364e35~x86~~6.1.3.1.mum
0x000000007fc64038      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_77_for_KB3072630~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc64138      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_55_for_KB2894844~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc64288      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_32_for_KB3003743~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc64770      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB2929733~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc64828      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\WUClient-SelfUpdate-Aux-MiniLP~31bf3856ad364e35~x86~en-US~7.6.7600.320.mum
0x000000007fc64ab0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_62_for_KB3003743~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc64f18      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_64_for_KB3033929~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc651e0      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_80_for_KB3172605~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc65470      8      0 R--rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\PUCUCNJ6\analytics[1].js
0x000000007fc65658      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2685813_SP1~31bf3856ad364e35~x86~~6.1.1.11.mum
0x000000007fc658a8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB3032655~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc65a90      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_8_for_KB2685813~31bf3856ad364e35~x86~~6.1.1.11.mum
0x000000007fc65c90      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_1_for_KB2621440~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc65e18      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB3032655~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc65f80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB3035132~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc665c0      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\thumbcache.dll
0x000000007fc66738      5      0 R--r-- \Device\HarddiskVolume1\Windows\System32\drivers\mrxsmb20.sys
0x000000007fc668a8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-PhotoBasicPackage~31bf3856ad364e35~x86~~6.1.7601.17514.cat
0x000000007fc66960      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msimsg.dll
0x000000007fc66ba0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_24_for_KB2966583~31bf3856ad364e35~x86~~6.1.1.2.cat
0x000000007fc670f0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_1_for_KB3032655~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc671a8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_88_for_KB2871997~31bf3856ad364e35~x86~~6.1.2.5.mum
0x000000007fc672c8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-VirtualPC-USB-RPM-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc67490      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2894844~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc67740      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-GroupPolicy-ClientTools-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc67d58      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2799926_SP1~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc68110      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_43_for_KB3071756~31bf3856ad364e35~x86~~6.1.1.2.mum
0x000000007fc686c0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-ServicingBaseline-Ultimate-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc68820      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-DesktopWindowManager-uDWM-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc68c90      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-NFS-ClientSKU-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc68eb8      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_276_for_KB4471318~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc69140      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_122_for_KB4474419~31bf3856ad364e35~x86~~6.1.3.2.mum
0x000000007fc693b0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-SUA-Package~31bf3856ad364e35~x86~en-US~6.1.7601.17514.mum
0x000000007fc69600      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB2729452~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc69b90      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_5_for_KB3124275~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc69c78      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_440_for_KB4471318~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc6a038      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-SUA-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc6a958      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_32_for_KB2973351~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc6ab80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_5_for_KB3087038~31bf3856ad364e35~x86~~6.1.1.3.mum
0x000000007fc6b180      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_33_for_KB3042058~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc6b2c0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_78_for_KB3072630~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc6b4c0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_2_for_KB3059317~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc6b678      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_78_for_KB3075249~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc6b8a0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_74_for_KB3077715~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc6bb30      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_55_for_KB3172605~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc6bf80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-TerminalServices-CommandLineTools-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc6c628      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_1_for_KB2667402~31bf3856ad364e35~x86~~6.1.2.0.mum
0x000000007fc6c870      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_33_for_KB2871997~31bf3856ad364e35~x86~~6.1.2.5.mum
0x000000007fc6cb20      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_32_for_KB3061518~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc6cd58      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_4_for_KB2750841~31bf3856ad364e35~x86~~6.1.1.3.mum
0x000000007fc6ce18      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_190_for_KB3004375~31bf3856ad364e35~x86~~6.1.3.1.mum
0x000000007fc6cf80      8      0 RW---- \Device\HarddiskVolume1\Windows\Prefetch\AgGlFgAppHistory.db
0x000000007fc6d4a8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_30_for_KB2973351~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc6d560      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-GroupPolicy-ClientExtensions-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc6d658      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_for_KB2491683~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007fc6d908      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_169_for_KB3004375~31bf3856ad364e35~x86~~6.1.3.1.mum
0x000000007fc6da68      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_188_for_KB3004375~31bf3856ad364e35~x86~~6.1.3.1.mum
0x000000007fc6dc90      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_84_for_KB2871997~31bf3856ad364e35~x86~~6.1.2.5.mum
0x000000007fc6deb8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Microsoft-Windows-TerminalServices-WMIProvider-Package~31bf3856ad364e35~x86~~6.1.7601.17514.mum
0x000000007fc6df80      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_35_for_KB2984972~31bf3856ad364e35~x86~~6.1.1.4.mum
0x000000007fc6e1a8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_31_for_KB2992611~31bf3856ad364e35~x86~~6.1.1.0.mum
0x000000007fc6e260      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_169_for_KB4471318~31bf3856ad364e35~x86~~6.1.1.5.mum
0x000000007fc6e3b8      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_6_for_KB3087038~31bf3856ad364e35~x86~~6.1.1.3.mum
